ENSG00000186092	ENSMUSG00000051951	FBgn0002121	AT1G01010	
ENSG00000283452	ENSMUSG00000093314	FBgn0038394	AT2G29990	
ENSG00000261194	ENSMUSG00002074975	FBgn0038395	AT2G29995	
ENSG00000264260	ENSMUSG00002076484	FBgn0024222	AT2G30010	
ENSG00000265778	ENSMUSG00002075984	FBgn0038396	AT2G30020	
ENSG00000275763	ENSMUSG00000118392	FBgn0027948	AT2G30040	
ENSG00000266256	ENSMUSG00000114772	FBgn0038397	AT2G30050	
ENSG00000266312	ENSMUSG00000067577	FBgn0026059	AT2G30060	
ENSG00000276397	ENSMUSG00000075010	FBgn0038398	AT2G30070	
ENSG00000264278	ENSMUSG00000097091	FBgn0010379	AT2G30080	
ENSG00000199392	ENSMUSG00000099757	FBgn0003319	AT2G30090	
ENSG00000265843	ENSMUSG00000086213	FBgn0038400	AT2G30100	
ENSG00000263146	ENSMUSG00002075623	FBgn0038401	AT2G30105	
ENSG00000178412	ENSMUSG00002076425	FBgn0038402	AT2G30110	
ENSG00000267270	ENSMUSG00000097557	FBgn0063649	AT2G30120	
ENSG00000176695	ENSMUSG00000098718	FBgn0038404	AT2G30130	
ENSG00000141934	ENSMUSG00002075332	FBgn0038405	AT2G30140	
ENSG00000105556	ENSMUSG00002076046	FBgn0024491	AT2G30150	
ENSG00000105549	ENSMUSG00000119544	FBgn0086370	AT2G30160	
ENSG00000183186	ENSMUSG00002076798	FBgn0038407	AT2G30170	
ENSG00000129946	ENSMUSG00000094732	FBgn0051287	AT2G30200	
ENSG00000181781	ENSMUSG00000114469	FBgn0010438	AT2G30210	
ENSG00000099866	ENSMUSG00000118047	FBgn0040071	AT2G30220	
ENSG00000141933	ENSMUSG00000097930	FBgn0287225	AT2G30230	
ENSG00000099804	ENSMUSG00000044387	FBgn0020407	AT2G30240	
ENSG00000197540	ENSMUSG00000096796	FBgn0020399	AT2G30250	
ENSG00000172270	ENSMUSG00000085003	FBgn0261286	AT2G30260	
ENSG00000099822	ENSMUSG00000101089	FBgn0250823	AT2G30270	
ENSG00000099821	ENSMUSG00000118016	FBgn0038412	AT2G30280	
ENSG00000070388	ENSMUSG00000093772	FBgn0040271	AT2G30290	
ENSG00000070423	ENSMUSG00000097735	FBgn0264836	AT2G30300	
ENSG00000070404	ENSMUSG00000100075	FBgn0038414	AT2G30310	
ENSG00000185198	ENSMUSG00000097855	FBgn0038415	AT2G30320	
ENSG00000099864	ENSMUSG00002075891	FBgn0038416	AT2G30330	
ENSG00000099812	ENSMUSG00000118366	FBgn0283477	AT2G30340	
ENSG00000011304	ENSMUSG00000097787	FBgn0038418	AT2G30350	
ENSG00000129951	ENSMUSG00000106278	FBgn0038419	AT2G30360	
ENSG00000172232	ENSMUSG00002076079	FBgn0027095	AT2G30370	
ENSG00000196415	ENSMUSG00002074940	FBgn0038420	AT2G30380	
ENSG00000197561	ENSMUSG00002075816	FBgn0038421	AT2G30385	
ENSG00000197766	ENSMUSG00000094707	FBgn0259917	AT2G30390	
ENSG00000175221	ENSMUSG00000114235	FBgn0038422	AT2G30395	
ENSG00000198858	ENSMUSG00000087579	FBgn0038423	AT2G30400	
ENSG00000116014	ENSMUSG00000097591	FBgn0003513	AT2G30410	
ENSG00000116017	ENSMUSG00000120174	FBgn0051279	AT2G30420	
ENSG00000065268	ENSMUSG00000117800	FBgn0038424	AT2G30424	
ENSG00000116032	ENSMUSG00000069554	FBgn0038425	AT2G30430	
ENSG00000182087	ENSMUSG00002075482	FBgn0038426	AT2G30432	
ENSG00000064666	ENSMUSG00000114796	FBgn0038427	AT2G30440	
ENSG00000064687	ENSMUSG00000097740	FBgn0038428	AT2G30460	
ENSG00000180448	ENSMUSG00000098286	FBgn0038429	AT2G30470	
ENSG00000099817	ENSMUSG00002075478	FBgn0044826	AT2G30480	
ENSG00000167468	ENSMUSG00002074883	FBgn0038431	AT2G30490	
ENSG00000064932	ENSMUSG00000117698	FBgn0038432	AT2G30500	
ENSG00000118046	ENSMUSG00000118000	FBgn0250754	AT2G30505	
ENSG00000099625	ENSMUSG00000092369	FBgn0027053	AT2G30520	
ENSG00000099624	ENSMUSG00000118204	FBgn0038435	AT2G30530	
ENSG00000167470	ENSMUSG00000092346	FBgn0038436	AT2G30540	
ENSG00000099622	ENSMUSG00000114673	FBgn0004087	AT2G30550	
ENSG00000228300	ENSMUSG00000097690	FBgn0038437	AT2G30560	
ENSG00000099617	ENSMUSG00000118087	FBgn0038438	AT2G30570	
ENSG00000160953	ENSMUSG00002076593	FBgn0038439	AT2G30575	
ENSG00000115286	ENSMUSG00002075054	FBgn0038440	AT2G30580	
ENSG00000130005	ENSMUSG00000117896	FBgn0028381	AT2G30590	
ENSG00000071626	ENSMUSG00000099988	FBgn0259244	AT2G30600	
ENSG00000115268	ENSMUSG00000118314	FBgn0038445	AT2G30615	
ENSG00000115266	ENSMUSG00000117768	FBgn0038446	AT2G30620	
ENSG00000119559	ENSMUSG00000097636	FBgn0020907	AT2G30630	
ENSG00000115257	ENSMUSG00000097779	FBgn0038447	AT2G30650	
ENSG00000115255	ENSMUSG00000117981	FBgn0027562	AT2G30660	
ENSG00000185761	ENSMUSG00000117827	FBgn0027109	AT2G30670	
ENSG00000185988	ENSMUSG00000117684	FBgn0038448	AT2G30680	
ENSG00000181588	ENSMUSG00000097785	FBgn0022344	AT2G30690	
ENSG00000071655	ENSMUSG00000117655	FBgn0038449	AT2G30695	
ENSG00000071564	ENSMUSG00000100001	FBgn0038450	AT2G30700	
ENSG00000205922	ENSMUSG00000118223	FBgn0038451	AT2G30710	
ENSG00000130270	ENSMUSG00000087095	FBgn0038452	AT2G30720	
ENSG00000079313	ENSMUSG00000100119	FBgn0285925	AT2G30730	
ENSG00000129911	ENSMUSG00000053117	FBgn0015520	AT2G30740	
ENSG00000129968	ENSMUSG00002075851	FBgn0038453	AT2G30750	
ENSG00000227500	ENSMUSG00000050530	FBgn0038454	AT2G30760	
ENSG00000133275	ENSMUSG00000026643	FBgn0015019	AT2G30766	
ENSG00000133243	ENSMUSG00000049950	FBgn0015351	AT2G30770	
ENSG00000099875	ENSMUSG00000026644	FBgn0038455	AT2G30780	
ENSG00000172081	ENSMUSG00000026645	FBgn0051217	AT2G30790	
ENSG00000099840	ENSMUSG00000026650	FBgn0003944	AT2G30800	
ENSG00000065000	ENSMUSG00000026648	FBgn0015230	AT2G30810	
ENSG00000104885	ENSMUSG00000026646	FBgn0000014	AT2G30820	
ENSG00000104886	ENSMUSG00000109865	FBgn0000015	AT2G30830	
ENSG00000104897	ENSMUSG00000039496	FBgn0038458	AT2G30840	
ENSG00000104899	ENSMUSG00000026655	FBgn0015008	AT2G30860	
ENSG00000167476	ENSMUSG00000026657	FBgn0015011	AT2G30870	
ENSG00000188305	ENSMUSG00000039449	FBgn0038460	AT2G30880	
ENSG00000220008	ENSMUSG00000048186	FBgn0043069	AT2G30890	
ENSG00000130332	ENSMUSG00000026662	FBgn0038461	AT2G30900	
ENSG00000005206	ENSMUSG00000026664	FBgn0051274	AT2G30910	
ENSG00000178297	ENSMUSG00000026668	FBgn0038462	AT2G30920	
ENSG00000099800	ENSMUSG00000026669	FBgn0038463	AT2G30925	
ENSG00000176619	ENSMUSG00000026672	FBgn0266917	AT2G30930	
ENSG00000099860	ENSMUSG00000026676	FBgn0038465	AT2G30933	
ENSG00000176533	ENSMUSG00000039145	FBgn0038466	AT2G30940	
ENSG00000176490	ENSMUSG00000039128	FBgn0004577	AT2G30942	
ENSG00000104969	ENSMUSG00000025817	FBgn0038467	AT2G30950	
ENSG00000172009	ENSMUSG00000025816	FBgn0038468	AT2G30960	
ENSG00000172006	ENSMUSG00000025815	FBgn0051268	AT2G30970	
ENSG00000186300	ENSMUSG00000043241	FBgn0038469	AT2G30980	
ENSG00000172000	ENSMUSG00000045319	FBgn0038470	AT2G30985	
ENSG00000171970	ENSMUSG00000039063	FBgn0038471	AT2G30990	
ENSG00000175691	ENSMUSG00000118578	FBgn0038472	AT2G31005	
ENSG00000104953	ENSMUSG00000039046	FBgn0266053	AT2G31010	
ENSG00000065717	ENSMUSG00000002107	FBgn0020493	AT2G31020	
ENSG00000104964	ENSMUSG00000015619	FBgn0038473	AT2G31018	
ENSG00000088256	ENSMUSG00000025783	FBgn0038474	AT2G31030	
ENSG00000060558	ENSMUSG00000025782	FBgn0038475	AT2G31040	
ENSG00000125910	ENSMUSG00000025781	FBgn0038476	AT2G31035	
ENSG00000125912	ENSMUSG00000037262	FBgn0266465	AT2G31050	
ENSG00000161082	ENSMUSG00000037254	FBgn0038478	AT2G31060	
ENSG00000141905	ENSMUSG00000025780	FBgn0014141	AT2G31070	
ENSG00000095932	ENSMUSG00000061186	FBgn0085307	AT2G31081	
ENSG00000284638	ENSMUSG00000026778	FBgn0261847	AT2G31082	
ENSG00000129932	ENSMUSG00000026773	FBgn0266454	AT2G31083	
ENSG00000105325	ENSMUSG00000037197	FBgn0038479	AT2G31085	
ENSG00000161091	ENSMUSG00000026770	FBgn0051269	AT2G31090	
ENSG00000183397	ENSMUSG00000023206	FBgn0051265	AT2G31110	
ENSG00000064961	ENSMUSG00000058594	FBgn0038481	AT2G31130	
ENSG00000179855	ENSMUSG00000047909	FBgn0038482	AT2G31140	
ENSG00000006638	ENSMUSG00000026768	FBgn0051266	AT2G31141	
ENSG00000105298	ENSMUSG00000026767	FBgn0051267	AT2G31150	
ENSG00000186111	ENSMUSG00000026730	FBgn0038484	AT2G31160	
ENSG00000105289	ENSMUSG00000049630	FBgn0038485	AT2G31170	
ENSG00000011132	ENSMUSG00000026727	FBgn0038486	AT2G31180	
ENSG00000183617	ENSMUSG00000026726	FBgn0038487	AT2G31190	
ENSG00000173976	ENSMUSG00000026723	FBgn0038488	AT2G31200	
ENSG00000007264	ENSMUSG00000026728	FBgn0264291	AT2G31210	
ENSG00000105278	ENSMUSG00000003418	FBgn0038490	AT2G31215	
ENSG00000167654	ENSMUSG00000063275	FBgn0038491	AT2G31220	
ENSG00000077009	ENSMUSG00000026718	FBgn0038492	AT2G31230	
ENSG00000167657	ENSMUSG00000061531	FBgn0051262	AT2G31240	
ENSG00000167658	ENSMUSG00000026712	FBgn0038494	AT2G31250	
ENSG00000105229	ENSMUSG00000036949	FBgn0265197	AT2G31260	
ENSG00000178951	ENSMUSG00000057914	FBgn0051418	AT2G31265	
ENSG00000126934	ENSMUSG00000026707	FBgn0051419	AT2G31270	
ENSG00000060566	ENSMUSG00000017418	FBgn0038498	AT2G31280	
ENSG00000077463	ENSMUSG00000075520	FBgn0038499	AT2G31290	
ENSG00000089847	ENSMUSG00000026748	FBgn0262871	AT2G31300	
ENSG00000105246	ENSMUSG00000053702	FBgn0028992	AT2G31305	
ENSG00000105248	ENSMUSG00000062651	FBgn0025456	AT2G31310	
ENSG00000105251	ENSMUSG00000054057	FBgn0038504	AT2G31320	
ENSG00000167664	ENSMUSG00000054074	FBgn0085308	AT2G31335	
ENSG00000105255	ENSMUSG00000026743	FBgn0085309	AT2G31340	
ENSG00000178078	ENSMUSG00000026740	FBgn0262005	AT2G31345	
ENSG00000008382	ENSMUSG00000051154	FBgn0262006	AT2G31350	
ENSG00000141985	ENSMUSG00000026739	FBgn0261932	AT2G31360	
ENSG00000167670	ENSMUSG00000037708	FBgn0038505	AT2G31370	
ENSG00000167671	ENSMUSG00000097638	FBgn0038506	AT2G31380	
ENSG00000167674	ENSMUSG00000026737	FBgn0038507	AT2G31390	
ENSG00000167676	ENSMUSG00000037683	FBgn0262003	AT2G31400	
ENSG00000214456	ENSMUSG00000023094	FBgn0262004	AT2G31410	
ENSG00000167680	ENSMUSG00000026735	FBgn0038508	AT2G31420	
ENSG00000185361	ENSMUSG00000026734	FBgn0053333	AT2G31425	
ENSG00000074842	ENSMUSG00000043415	FBgn0262023	AT2G31430	
ENSG00000142002	ENSMUSG00000036617	FBgn0262024	AT2G31432	
ENSG00000141965	ENSMUSG00000036591	FBgn0038509	AT2G31440	
ENSG00000127666	ENSMUSG00000026679	FBgn0038511	AT2G31450	
ENSG00000105355	ENSMUSG00000048550	FBgn0264899	AT2G31460	
ENSG00000205784	ENSMUSG00000045967	FBgn0038510	AT2G31470	
ENSG00000276043	ENSMUSG00000025716	FBgn0000564	AT2G31480	
ENSG00000127663	ENSMUSG00000026787	FBgn0038512	AT2G31490	
ENSG00000105426	ENSMUSG00000026786	FBgn0261046	AT2G31500	
ENSG00000105428	ENSMUSG00000026784	FBgn0038515	AT2G31510	
ENSG00000223573	ENSMUSG00000058835	FBgn0038516	AT2G31530	
ENSG00000130254	ENSMUSG00000026781	FBgn0010926	AT2G31540	
ENSG00000160633	ENSMUSG00000026779	FBgn0025571	AT2G31550	
ENSG00000130255	ENSMUSG00000026775	FBgn0038519	AT2G31560	
ENSG00000174917	ENSMUSG00000026774	FBgn0264005	AT2G31570	
ENSG00000196365	ENSMUSG00000069132	FBgn0038523	AT2G31580	
ENSG00000174898	ENSMUSG00000026771	FBgn0003375	AT2G31590	
ENSG00000212123	ENSMUSG00000026986	FBgn0040565	AT2G31600	
ENSG00000141994	ENSMUSG00000061809	FBgn0038524	AT2G31610	
ENSG00000171119	ENSMUSG00000026985	FBgn0038525	AT2G31620	
ENSG00000156413	ENSMUSG00000044103	FBgn0004554	AT2G31660	
ENSG00000171124	ENSMUSG00000026984	FBgn0085310	AT2G31670	
ENSG00000105519	ENSMUSG00000026983	FBgn0038526	AT2G31680	
ENSG00000031823	ENSMUSG00000046845	FBgn0038527	AT2G31690	
ENSG00000087903	ENSMUSG00000026981	FBgn0038528	AT2G31700	
ENSG00000130377	ENSMUSG00000026979	FBgn0038529	AT2G31710	
ENSG00000130382	ENSMUSG00000026976	FBgn0038530	AT2G31720	
ENSG00000167769	ENSMUSG00000004113	FBgn0038531	AT2G31725	
ENSG00000125656	ENSMUSG00000036893	FBgn0262794	AT2G31730	
ENSG00000125652	ENSMUSG00000026972	FBgn0038532	AT2G31740	
ENSG00000125650	ENSMUSG00000026974	FBgn0038533	AT2G31750	
ENSG00000125651	ENSMUSG00000026975	FBgn0000063	AT2G31760	
ENSG00000088247	ENSMUSG00000036850	FBgn0038535	AT2G31770	
ENSG00000181240	ENSMUSG00000036833	FBgn0038536	AT2G31780	
ENSG00000125648	ENSMUSG00000006476	FBgn0051251	AT2G31790	
ENSG00000130545	ENSMUSG00000036813	FBgn0051360	AT2G31800	
ENSG00000205744	ENSMUSG00000036805	FBgn0051249	AT2G31810	
ENSG00000104833	ENSMUSG00000078202	FBgn0261885	AT2G31820	
ENSG00000125657	ENSMUSG00000059555	FBgn0261987	AT2G31830	
ENSG00000125726	ENSMUSG00000013465	FBgn0038539	AT2G31840	
ENSG00000125735	ENSMUSG00000036770	FBgn0016650	AT2G31850	
ENSG00000125730	ENSMUSG00000026969	FBgn0038540	AT2G31862	
ENSG00000125734	ENSMUSG00000036752	FBgn0038541	AT2G31865	
ENSG00000125733	ENSMUSG00000006469	FBgn0038542	AT2G31870	
ENSG00000125731	ENSMUSG00000089953	FBgn0262562	AT2G31880	
ENSG00000141968	ENSMUSG00000036731	FBgn0038545	AT2G31890	
ENSG00000174837	ENSMUSG00000044628	FBgn0038546	AT2G31900	
ENSG00000196589	ENSMUSG00000078201	FBgn0038547	AT2G31910	
ENSG00000237247	ENSMUSG00000048707	FBgn0038548	AT2G31920	
ENSG00000205718	ENSMUSG00000026966	FBgn0038549	AT2G31930	
ENSG00000230522	ENSMUSG00000026965	FBgn0038550	AT2G31940	
ENSG00000182315	ENSMUSG00000026963	FBgn0038551	AT2G31945	
ENSG00000130544	ENSMUSG00000026961	FBgn0038552	AT2G31953	
ENSG00000171105	ENSMUSG00000026959	FBgn0261649	AT2G31955	
ENSG00000104880	ENSMUSG00000036646	FBgn0053547	AT2G31957	
ENSG00000104883	ENSMUSG00000026958	FBgn0038558	AT2G31960	
ENSG00000198723	ENSMUSG00000026956	FBgn0263399	AT2G31970	
ENSG00000198816	ENSMUSG00000026955	FBgn0263995	AT2G31980	
ENSG00000090674	ENSMUSG00000015085	FBgn0000477	AT2G31981	
ENSG00000032444	ENSMUSG00000015094	FBgn0038564	AT2G31990	
ENSG00000076826	ENSMUSG00000036587	FBgn0038565	AT2G31985	
ENSG00000076924	ENSMUSG00000026944	FBgn0010389	AT2G32000	
ENSG00000174788	ENSMUSG00000047617	FBgn0038566	AT2G32010	
ENSG00000104918	ENSMUSG00000015093	FBgn0003499	AT2G32020	
ENSG00000183019	ENSMUSG00000015090	FBgn0038567	AT2G32030	
ENSG00000181029	ENSMUSG00000026943	FBgn0038568	AT2G32040	
ENSG00000104921	ENSMUSG00000015083	FBgn0038569	AT2G32050	
ENSG00000090659	ENSMUSG00000015095	FBgn0022943	AT2G32060	
ENSG00000104938	ENSMUSG00000026942	FBgn0042693	AT2G32070	
ENSG00000142459	ENSMUSG00000015092	FBgn0261532	AT2G32080	
ENSG00000183248	ENSMUSG00000026941	FBgn0038575	AT2G32090	
ENSG00000171017	ENSMUSG00000036504	FBgn0038576	AT2G32100	
ENSG00000076984	ENSMUSG00000029419	FBgn0038577	AT2G32120	
ENSG00000260001	ENSMUSG00000015087	FBgn0038578	AT2G32130	
ENSG00000104976	ENSMUSG00000026940	FBgn0038579	AT2G32140	
ENSG00000178531	ENSMUSG00000026939	FBgn0011481	AT2G32150	
ENSG00000104980	ENSMUSG00000026938	FBgn0028499	AT2G32160	
ENSG00000066044	ENSMUSG00000036449	FBgn0038581	AT2G32170	
ENSG00000131142	ENSMUSG00000026937	FBgn0038583	AT2G32180	
ENSG00000142449	ENSMUSG00000045684	FBgn0038582	AT2G32190	
ENSG00000090661	ENSMUSG00000047356	FBgn0038584	AT2G32200	
ENSG00000167775	ENSMUSG00000062061	FBgn0038586	AT2G32210	
ENSG00000233927	ENSMUSG00000049086	FBgn0262559	AT2G32220	
ENSG00000186994	ENSMUSG00000079539	FBgn0011701	AT2G32230	
ENSG00000167772	ENSMUSG00000026936	FBgn0038588	AT2G32235	
ENSG00000185236	ENSMUSG00000069080	FBgn0020238	AT2G32240	
ENSG00000099785	ENSMUSG00000036401	FBgn0038590	AT2G32250	
ENSG00000099783	ENSMUSG00000023210	FBgn0038589	AT2G32260	
ENSG00000133246	ENSMUSG00000059625	FBgn0038592	AT2G32270	
ENSG00000133250	ENSMUSG00000058740	FBgn0038593	AT2G32275	
ENSG00000142347	ENSMUSG00000026933	FBgn0026250	AT2G32280	
ENSG00000142303	ENSMUSG00000036352	FBgn0038595	AT2G32290	
ENSG00000268480	ENSMUSG00000026932	FBgn0038596	AT2G32295	
ENSG00000181786	ENSMUSG00000026934	FBgn0038597	AT2G32300	
ENSG00000181733	ENSMUSG00000036327	FBgn0038598	AT2G32310	
ENSG00000167785	ENSMUSG00000048038	FBgn0010877	AT2G32320	
ENSG00000170948	ENSMUSG00000026930	FBgn0024432	AT2G32340	
ENSG00000181143	ENSMUSG00000075467	FBgn0038601	AT2G32350	
ENSG00000170929	ENSMUSG00000026928	FBgn0038602	AT2G32360	
ENSG00000170923	ENSMUSG00000036281	FBgn0038603	AT2G32370	
ENSG00000161807	ENSMUSG00000026927	FBgn0286852	AT2G32380	
ENSG00000170920	ENSMUSG00000026926	FBgn0038606	AT2G32390	
ENSG00000130803	ENSMUSG00000026925	FBgn0038607	AT2G32400	
ENSG00000188000	ENSMUSG00000026924	FBgn0038608	AT2G32410	
ENSG00000174667	ENSMUSG00000026923	FBgn0038609	AT2G32415	
ENSG00000237521	ENSMUSG00000026921	FBgn0004618	AT2G32430	
ENSG00000196110	ENSMUSG00000026922	FBgn0038610	AT2G32440	
ENSG00000174652	ENSMUSG00000036186	FBgn0038611	AT2G32450	
ENSG00000198028	ENSMUSG00000026919	FBgn0038612	AT2G32460	
ENSG00000130818	ENSMUSG00000015787	FBgn0038613	AT2G32470	
ENSG00000197961	ENSMUSG00000036160	FBgn0028670	AT2G32480	
ENSG00000171469	ENSMUSG00000015776	FBgn0264751	AT2G32487	
ENSG00000171466	ENSMUSG00000062647	FBgn0038617	AT2G32500	
ENSG00000196605	ENSMUSG00000015790	FBgn0264816	AT2G32510	
ENSG00000127452	ENSMUSG00000014873	FBgn0038619	AT2G32520	
ENSG00000198258	ENSMUSG00000014867	FBgn0051122	AT2G32530	
ENSG00000127445	ENSMUSG00000049897	FBgn0004652	AT2G32540	
ENSG00000105088	ENSMUSG00000052406	FBgn0038626	AT2G32550	
ENSG00000080573	ENSMUSG00000014852	FBgn0263974	AT2G32560	
ENSG00000080511	ENSMUSG00000015488	FBgn0038629	AT2G32580	
ENSG00000130813	ENSMUSG00000036067	FBgn0038632	AT2G32590	
ENSG00000130812	ENSMUSG00000009214	FBgn0051224	AT2G32600	
ENSG00000244165	ENSMUSG00000036040	FBgn0027841	AT2G32610	
ENSG00000130811	ENSMUSG00000009216	FBgn0261065	AT2G32620	
ENSG00000130816	ENSMUSG00000000889	FBgn0044871	AT2G32630	
ENSG00000105364	ENSMUSG00000009614	FBgn0051231	AT2G32640	
ENSG00000090339	ENSMUSG00000009621	FBgn0051229	AT2G32650	
ENSG00000105371	ENSMUSG00000109946	FBgn0038638	AT2G32645	
ENSG00000105376	ENSMUSG00000026918	FBgn0286828	AT2G32660	
ENSG00000220201	ENSMUSG00000026917	FBgn0038640	AT2G32670	
ENSG00000161847	ENSMUSG00000015846	FBgn0038641	AT2G32680	
ENSG00000076662	ENSMUSG00000026837	FBgn0038642	AT2G32700	
ENSG00000105397	ENSMUSG00000026835	FBgn0038643	AT2G32710	
ENSG00000105401	ENSMUSG00000026833	FBgn0085311	AT2G32720	
ENSG00000065989	ENSMUSG00000035829	FBgn0000303	AT2G32730	
ENSG00000079999	ENSMUSG00000026831	FBgn0085312	AT2G32740	
ENSG00000180739	ENSMUSG00000035772	FBgn0038645	AT2G32750	
ENSG00000130734	ENSMUSG00000026829	FBgn0038646	AT2G32760	
ENSG00000129347	ENSMUSG00000026821	FBgn0038647	AT2G32765	
ENSG00000129355	ENSMUSG00000026818	FBgn0024329	AT2G32770	
ENSG00000129354	ENSMUSG00000026816	FBgn0038649	AT2G32780	
ENSG00000129353	ENSMUSG00000026815	FBgn0260399	AT2G32785	
ENSG00000129351	ENSMUSG00000026812	FBgn0038651	AT2G32788	
ENSG00000213339	ENSMUSG00000026809	FBgn0038652	AT2G32790	
ENSG00000079805	ENSMUSG00000026807	FBgn0038653	AT2G32800	
ENSG00000099203	ENSMUSG00000035666	FBgn0051226	AT2G32810	
ENSG00000214212	ENSMUSG00000026806	FBgn0038654	AT2G32820	
ENSG00000142453	ENSMUSG00000026805	FBgn0038655	AT2G32830	
ENSG00000130733	ENSMUSG00000079502	FBgn0003248	AT2G32835	
ENSG00000142444	ENSMUSG00000026803	FBgn0038656	AT2G32840	
ENSG00000127616	ENSMUSG00000043535	FBgn0085313	AT2G32850	
ENSG00000130164	ENSMUSG00000035513	FBgn0038658	AT2G32860	
ENSG00000161888	ENSMUSG00000026799	FBgn0038659	AT2G32870	
ENSG00000197256	ENSMUSG00000039844	FBgn0038660	AT2G32880	
ENSG00000130158	ENSMUSG00000039826	FBgn0261113	AT2G32885	
ENSG00000130173	ENSMUSG00000026798	FBgn0038662	AT2G32890	
ENSG00000130167	ENSMUSG00000059316	FBgn0261262	AT2G32900	
ENSG00000105514	ENSMUSG00000069020	FBgn0038665	AT2G32905	
ENSG00000183401	ENSMUSG00000039787	FBgn0038666	AT2G32910	
ENSG00000105520	ENSMUSG00000026790	FBgn0022338	AT2G32920	
ENSG00000173928	ENSMUSG00000019715	FBgn0261792	AT2G32930	
ENSG00000187266	ENSMUSG00000057738	FBgn0026239	AT2G32940	
ENSG00000205517	ENSMUSG00000039715	FBgn0038672	AT2G32950	
ENSG00000198003	ENSMUSG00000054766	FBgn0038673	AT2G32960	
ENSG00000130175	ENSMUSG00000026785	FBgn0038674	AT2G32970	
ENSG00000196361	ENSMUSG00000015335	FBgn0260779	AT2G32980	
ENSG00000130159	ENSMUSG00000039686	FBgn0027785	AT2G32990	
ENSG00000130176	ENSMUSG00000039678	FBgn0015781	AT2G33000	
ENSG00000130165	ENSMUSG00000015337	FBgn0027784	AT2G33010	
ENSG00000198551	ENSMUSG00000039660	FBgn0038675	AT2G33020	
ENSG00000102575	ENSMUSG00000039648	FBgn0038676	AT2G33030	
ENSG00000197933	ENSMUSG00000007476	FBgn0004876	AT2G33040	
ENSG00000197044	ENSMUSG00000075419	FBgn0038678	AT2G33050	
ENSG00000177599	ENSMUSG00000052533	FBgn0016120	AT2G33060	
ENSG00000171295	ENSMUSG00000026860	FBgn0038679	AT2G33070	
ENSG00000171291	ENSMUSG00000026858	FBgn0038680	AT2G33080	
ENSG00000198429	ENSMUSG00000026856	FBgn0038681	AT2G33090	
ENSG00000197647	ENSMUSG00000026853	FBgn0261285	AT2G33100	
ENSG00000223547	ENSMUSG00000039515	FBgn0038682	AT2G33110	
ENSG00000132010	ENSMUSG00000089762	FBgn0038683	AT2G33130	
ENSG00000196646	ENSMUSG00000047363	FBgn0259704	AT2G33150	
ENSG00000197857	ENSMUSG00000044320	FBgn0010768	AT2G33160	
ENSG00000188868	ENSMUSG00000026857	FBgn0038685	AT2G33170	
ENSG00000198342	ENSMUSG00000039483	FBgn0038686	AT2G33175	
ENSG00000188033	ENSMUSG00000039476	FBgn0051475	AT2G33180	
ENSG00000173875	ENSMUSG00000050737	FBgn0025680	AT2G33190	
ENSG00000104774	ENSMUSG00000026848	FBgn0267975	AT2G33200	
ENSG00000123154	ENSMUSG00000026849	FBgn0038690	AT2G33205	
ENSG00000283980	ENSMUSG00000026851	FBgn0038691	AT2G33210	
ENSG00000132004	ENSMUSG00000026854	FBgn0038692	AT2G33220	
ENSG00000105576	ENSMUSG00000075415	FBgn0038693	AT2G33230	
ENSG00000123144	ENSMUSG00000000194	FBgn0038694	AT2G33233	
ENSG00000198356	ENSMUSG00000062661	FBgn0038695	AT2G33240	
ENSG00000039987	ENSMUSG00000055632	FBgn0265063	AT2G33250	
ENSG00000095066	ENSMUSG00000076441	FBgn0262839	AT2G33255	
ENSG00000171223	ENSMUSG00000026843	FBgn0086613	AT2G33260	
ENSG00000284491	ENSMUSG00000079466	FBgn0038700	AT2G33270	
ENSG00000105613	ENSMUSG00000039356	FBgn0038701	AT2G33280	
ENSG00000105612	ENSMUSG00000026842	FBgn0038702	AT2G33290	
ENSG00000105610	ENSMUSG00000043102	FBgn0038704	AT2G33300	
ENSG00000105607	ENSMUSG00000026841	FBgn0038705	AT2G33310	
ENSG00000161860	ENSMUSG00000026840	FBgn0051221	AT2G33320	
ENSG00000179115	ENSMUSG00000001864	FBgn0038706	AT2G33330	
ENSG00000179218	ENSMUSG00000001855	FBgn0260003	AT2G33340	
ENSG00000179262	ENSMUSG00000050592	FBgn0038708	AT2G33350	
ENSG00000179271	ENSMUSG00000051373	FBgn0038709	AT2G33360	
ENSG00000179284	ENSMUSG00000039262	FBgn0038714	AT2G33380	
ENSG00000008441	ENSMUSG00000039254	FBgn0038715	AT2G33385	
ENSG00000104903	ENSMUSG00000002550	FBgn0038716	AT2G33390	
ENSG00000104907	ENSMUSG00000044627	FBgn0038717	AT2G33400	
ENSG00000160877	ENSMUSG00000002546	FBgn0038718	AT2G33410	
ENSG00000104915	ENSMUSG00000026825	FBgn0038719	AT2G33420	
ENSG00000160888	ENSMUSG00000039205	FBgn0038720	AT2G33435	
ENSG00000141837	ENSMUSG00000039195	FBgn0038721	AT2G33450	
ENSG00000104957	ENSMUSG00000026822	FBgn0083974	AT2G33460	
ENSG00000037757	ENSMUSG00000026820	FBgn0283536	AT2G33470	
ENSG00000104979	ENSMUSG00000026819	FBgn0038722	AT2G33480	
ENSG00000132003	ENSMUSG00000039164	FBgn0038723	AT2G33490	
